"","species","x","y"
"5959","Mephitis mephitis",-122.175424,37.047609
"5960","Mephitis mephitis",-106.454581,40.048447
"5961","Mephitis mephitis",-90.460525,40.195598
"5962","Mephitis mephitis",-122.084472,37.005564
"5963","Mephitis mephitis",-88.246756,40.17747
"5964","Mephitis mephitis",-121.821909,36.87008
"5965","Mephitis mephitis",-115.986807,48.978917
"5966","Mephitis mephitis",-90.453839,39.989733
"5967","Mephitis mephitis",-99.686646,48.841202
"5968","Mephitis mephitis",-122.515591,37.319159
"5969","Mephitis mephitis",-88.156332,40.075253
"5970","Mephitis mephitis",-122.153435,37.080206
"5971","Mephitis mephitis",-88.365772,38.67296
"5972","Mephitis mephitis",-87.924994,40.085435
"5973","Mephitis mephitis",-103.268101,42.785723
"5974","Mephitis mephitis",-98.619255,29.585653
"5975","Mephitis mephitis",-98.737903,29.569582
"5976","Mephitis mephitis",-117.389902,33.94739
"5977","Mephitis mephitis",-84.741154,29.800914
"5978","Mephitis mephitis",-98.62548,29.585316
"5979","Mephitis mephitis",-98.618995,29.585369
"5980","Mephitis mephitis",-97.821843,30.980155
"5981","Mephitis mephitis",-123.115371,39.292467
"5982","Mephitis mephitis",-106.597858,31.828596
"5983","Mephitis mephitis",-79.946311,37.297486
"5984","Mephitis mephitis",-107.313867,32.860797
"5985","Mephitis mephitis",-102.5822,38.997581
"5986","Mephitis mephitis",-122.00415,37.370453
"5987","Mephitis mephitis",-81.46877,41.250462
"5988","Mephitis mephitis",-77.862884,40.841303
"5989","Mephitis mephitis",-83.026284,40.049245
"5990","Mephitis mephitis",-120.223337,34.613358
"5991","Mephitis mephitis",-97.769954,30.386749
"5992","Mephitis mephitis",-99.613191,31.68085
"5993","Mephitis mephitis",-97.629853,30.618104
"5994","Mephitis mephitis",-97.610757,30.965504
"5995","Mephitis mephitis",-97.666361,30.622423
"5996","Mephitis mephitis",-117.213566,32.793923
"5997","Mephitis mephitis",-97.64796,30.778607
"5998","Mephitis mephitis",-97.613119,30.717298
"5999","Mephitis mephitis",-86.78389,34.581213
"6000","Mephitis mephitis",-97.61667,30.754412
"6001","Mephitis mephitis",-97.772842,30.693564
"6002","Mephitis mephitis",-86.966858,35.827988
"6003","Mephitis mephitis",-79.361447,39.422961
"6004","Mephitis mephitis",-74.600074,40.883409
"6005","Mephitis mephitis",-118.002477,33.704958
"6006","Mephitis mephitis",-117.301162,33.808465
"6007","Mephitis mephitis",-99.613181,31.680855
"6008","Mephitis mephitis",-118.44461,34.138095
"6009","Mephitis mephitis",-97.726512,30.670235
"6010","Mephitis mephitis",-97.730027,30.799297
"6011","Mephitis mephitis",-73.232522,41.34242
"6012","Mephitis mephitis",-97.696578,30.731859
"6013","Mephitis mephitis",-71.299338,42.628383
"6014","Mephitis mephitis",-121.767559,36.661333
"6015","Mephitis mephitis",-73.933097,40.860538
"6016","Mephitis mephitis",-89.667695,38.075639
"6017","Mephitis mephitis",-98.620764,29.583139
"6018","Mephitis mephitis",-99.613244,31.680837
"6019","Mephitis mephitis",-85.067825,34.98845
"6020","Mephitis mephitis",-99.609282,32.776091
"6021","Mephitis mephitis",-94.409744,35.357458
"6022","Mephitis mephitis",-112.69438,33.932926
"6023","Mephitis mephitis",-98.64228,29.748815
"6024","Mephitis mephitis",-117.275461,33.985009
"6025","Mephitis mephitis",-82.844933,39.965532
"6026","Mephitis mephitis",-89.001298,37.378682
"6027","Mephitis mephitis",-123.329527,38.949763
"6028","Mephitis mephitis",-99.613177,31.680853
"6029","Mephitis mephitis",-98.678445,29.731072
"6030","Mephitis mephitis",-103.867733,42.787152
"6031","Mephitis mephitis",-94.409766,35.357464
"6032","Mephitis mephitis",-94.409744,35.357455
"6033","Mephitis mephitis",-73.881129,40.911046
"6034","Mephitis mephitis",-99.604505,32.754812
"6035","Mephitis mephitis",-98.343656,29.81785
"6036","Mephitis mephitis",-97.437574,27.571947
"6037","Mephitis mephitis",-85.83942,34.86868
"6038","Mephitis mephitis",-123.845179,46.061553
"6039","Mephitis mephitis",-119.922492,34.453113
"6040","Mephitis mephitis",-88.06613,39.449088
"6041","Mephitis mephitis",-97.052421,33.053454
"6042","Mephitis mephitis",-83.750026,34.629233
"6043","Mephitis mephitis",-86.50328,35.859403
"6044","Mephitis mephitis",-75.469075,40.852659
"6045","Mephitis mephitis",-97.641463,30.913587
"6046","Mephitis mephitis",-84.744337,29.79852
"6047","Mephitis mephitis",-121.0203,38.886844
"6048","Mephitis mephitis",-86.268553,36.460997
"6049","Mephitis mephitis",-98.621513,29.581933
"6050","Mephitis mephitis",-99.613267,31.680673
"6051","Mephitis mephitis",-99.613174,31.680861
"6052","Mephitis mephitis",-122.010222,38.327453
"6053","Mephitis mephitis",-71.163514,42.247467
"6054","Mephitis mephitis",-87.985467,39.365405
"6055","Mephitis mephitis",-118.678452,34.134025
"6056","Mephitis mephitis",-91.820953,43.319038
"6057","Mephitis mephitis",-97.63823,30.847847
"6058","Mephitis mephitis",-97.714695,30.833484
"6059","Mephitis mephitis",-73.296814,41.322636
"6060","Mephitis mephitis",-73.893822,40.90915
"6061","Mephitis mephitis",-117.281109,33.808337
"6062","Mephitis mephitis",-98.526723,32.742336
"6063","Mephitis mephitis",-117.296304,33.838366
"6064","Mephitis mephitis",-86.266768,36.439692
"6065","Mephitis mephitis",-98.644731,29.786494
"6066","Mephitis mephitis",-97.017999,29.031269
"6067","Mephitis mephitis",-95.766855,29.741973
"6068","Mephitis mephitis",-106.111118,45.434744
"6069","Mephitis mephitis",-103.624855,41.748409
"6070","Mephitis mephitis",-116.645619,33.029068
"6071","Mephitis mephitis",-116.780484,33.157041
"6072","Mephitis mephitis",-118.281137,34.073733
"6073","Mephitis mephitis",-99.6132,31.680826
"6074","Mephitis mephitis",-121.778318,36.679846
"6075","Mephitis mephitis",-116.650648,33.056596
"6076","Mephitis mephitis",-98.332352,29.679449
"6077","Mephitis mephitis",-116.634605,33.023344
"6078","Mephitis mephitis",-77.249375,39.802538
"6079","Mephitis mephitis",-75.104413,40.331322
"6080","Mephitis mephitis",-122.286865,38.297538
"6081","Mephitis mephitis",-98.681426,29.755601
"6082","Mephitis mephitis",-84.169136,43.443545
"6083","Mephitis mephitis",-121.13086,36.567297
"6084","Mephitis mephitis",-121.00627,36.577155
"6085","Mephitis mephitis",-116.716458,33.113076
"6086","Mephitis mephitis",-89.809472,33.854244
"6087","Mephitis mephitis",-118.813945,36.134745
"6088","Mephitis mephitis",-122.940679,38.119898
"6089","Mephitis mephitis",-99.613199,31.680834
"6090","Mephitis mephitis",-96.644674,34.192542
"6091","Mephitis mephitis",-122.01344,37.623758
"6092","Mephitis mephitis",-98.20885,32.245221
"6093","Mephitis mephitis",-117.289992,33.947615
"6094","Mephitis mephitis",-97.437534,27.57214
"6095","Mephitis mephitis",-80.492302,37.970119
"6096","Mephitis mephitis",-73.215355,44.474492
"6097","Mephitis mephitis",-116.856886,32.755636
"6098","Mephitis mephitis",-84.393121,38.068586
"6099","Mephitis mephitis",-116.856106,32.755402
"6100","Mephitis mephitis",-74.050086,40.799253
"6101","Mephitis mephitis",-121.80538,37.124101
"6102","Mephitis mephitis",-79.196095,35.853388
"6103","Mephitis mephitis",-83.897353,35.956978
"6104","Mephitis mephitis",-86.750306,34.816284
"6105","Mephitis mephitis",-117.387917,33.90261
"6106","Mephitis mephitis",-99.959812,33.98637
"6107","Mephitis mephitis",-73.996801,40.877867
"6108","Mephitis mephitis",-117.794442,33.861683
"6109","Mephitis mephitis",-89.462653,43.024162
"6110","Mephitis mephitis",-117.256246,33.920446
"6111","Mephitis mephitis",-97.875376,28.063621
"6112","Mephitis mephitis",-83.897304,35.957047
"6113","Mephitis mephitis",-74.109986,40.688087
"6114","Mephitis mephitis",-99.68348,32.685652
"6115","Mephitis mephitis",-121.936128,36.980408
"6116","Mephitis mephitis",-117.258631,33.933957
"6117","Mephitis mephitis",-97.105697,31.536622
"6118","Mephitis mephitis",-82.689072,41.444108
"6119","Mephitis mephitis",-121.67492,37.693837
"6120","Mephitis mephitis",-99.613239,31.680902
"6121","Mephitis mephitis",-83.882434,35.957707
"6122","Mephitis mephitis",-94.409751,35.357469
"6123","Mephitis mephitis",-84.917672,34.604855
"6124","Mephitis mephitis",-76.012044,39.228212
"6125","Mephitis mephitis",-99.680686,32.558598
"6126","Mephitis mephitis",-94.032678,29.683792
"6127","Mephitis mephitis",-74.933966,38.937078
"6128","Mephitis mephitis",-124.15615,43.272297
"6129","Mephitis mephitis",-106.623463,35.092022
"6130","Mephitis mephitis",-99.613245,31.680894
"6131","Mephitis mephitis",-118.261303,34.075718
"6132","Mephitis mephitis",-87.633995,41.964225
"6133","Mephitis mephitis",-106.615263,35.199105
"6134","Mephitis mephitis",-117.250252,33.852519
"6135","Mephitis mephitis",-73.710233,43.415594
"6136","Mephitis mephitis",-97.882233,28.067755
"6137","Mephitis mephitis",-117.301191,33.882889
"6138","Mephitis mephitis",-118.437513,34.145114
"6139","Mephitis mephitis",-116.421867,32.856779
"6140","Mephitis mephitis",-77.555128,39.732649
"6141","Mephitis mephitis",-122.633317,38.426528
"6142","Mephitis mephitis",-99.613194,31.680834
"6143","Mephitis mephitis",-122.174872,37.49447
"6144","Mephitis mephitis",-97.702108,30.876494
"6145","Mephitis mephitis",-83.209393,41.608024
"6146","Mephitis mephitis",-122.127455,37.559608
"6147","Mephitis mephitis",-84.362042,37.899024
"6148","Mephitis mephitis",-94.40978,35.357456
"6149","Mephitis mephitis",-94.409741,35.357472
"6150","Mephitis mephitis",-118.150817,34.199947
"6151","Mephitis mephitis",-94.409751,35.357475
"6152","Mephitis mephitis",-89.461219,43.029383
"6153","Mephitis mephitis",-97.741689,30.828428
"6154","Mephitis mephitis",-86.369123,35.844421
"6155","Mephitis mephitis",-123.923016,39.035774
"6156","Mephitis mephitis",-118.179955,34.102256
"6157","Mephitis mephitis",-118.484927,34.74628
"6158","Mephitis mephitis",-106.618064,35.070622
"6159","Mephitis mephitis",-98.128046,30.478831
"6160","Mephitis mephitis",-98.737328,29.821042
"6161","Mephitis mephitis",-93.92235,35.235436
"6162","Mephitis mephitis",-77.311155,37.513078
"6163","Mephitis mephitis",-97.728439,30.965253
"6164","Mephitis mephitis",-97.019741,41.366224
"6165","Mephitis mephitis",-122.123733,37.47623
"6166","Mephitis mephitis",-98.621322,29.583017
"6167","Mephitis mephitis",-99.613249,31.680832
"6168","Mephitis mephitis",-87.961634,35.975085
"6169","Mephitis mephitis",-95.729869,35.843031
"6170","Mephitis mephitis",-99.613213,31.680868
"6171","Mephitis mephitis",-78.657442,38.568177
"6172","Mephitis mephitis",-79.873637,36.734901
"6173","Mephitis mephitis",-79.278345,35.955273
"6174","Mephitis mephitis",-98.623872,29.582242
"6175","Mephitis mephitis",-99.507717,31.754872
"6176","Mephitis mephitis",-117.214989,33.801379
"6177","Mephitis mephitis",-98.590255,29.574797
"6178","Mephitis mephitis",-95.723938,29.743183
"6179","Mephitis mephitis",-122.934906,38.12015
"6180","Mephitis mephitis",-118.39716,34.153445
"6181","Mephitis mephitis",-81.468727,41.25048
"6182","Mephitis mephitis",-91.418248,31.565687
"6183","Mephitis mephitis",-98.622208,29.584192
"6184","Mephitis mephitis",-97.714526,30.970393
"6185","Mephitis mephitis",-72.932996,41.310275
"6186","Mephitis mephitis",-82.49341,41.340564
"6187","Mephitis mephitis",-86.892901,35.42771
"6188","Mephitis mephitis",-97.63654,30.833217
"6189","Mephitis mephitis",-121.6939,37.57802
"6190","Mephitis mephitis",-118.437728,33.968563
"6191","Mephitis mephitis",-70.73078,41.353383
"6192","Mephitis mephitis",-98.624925,29.585147
"6193","Mephitis mephitis",-117.283434,33.921493
"6194","Mephitis mephitis",-74.02755,40.756558
"6195","Mephitis mephitis",-99.679635,32.760571
"6196","Mephitis mephitis",-77.889873,40.75283
"6197","Mephitis mephitis",-116.699677,33.078207
"6198","Mephitis mephitis",-89.693573,33.905263
"6199","Mephitis mephitis",-118.734222,34.577387
"6200","Mephitis mephitis",-97.744445,30.777085
"6201","Mephitis mephitis",-94.643244,31.616838
"6202","Mephitis mephitis",-95.685326,29.746733
"6203","Mephitis mephitis",-118.715419,34.143159
"6204","Mephitis mephitis",-116.565576,32.834422
"6205","Mephitis mephitis",-118.235105,34.12414
"6206","Mephitis mephitis",-118.235108,34.124136
"6207","Mephitis mephitis",-118.235107,34.12415
"6208","Mephitis mephitis",-78.842296,39.618015
"6209","Mephitis mephitis",-72.559988,42.880213
"6210","Mephitis mephitis",-118.235106,34.124132
"6211","Mephitis mephitis",-118.235097,34.124146
"6212","Mephitis mephitis",-118.235106,34.124133
"6213","Mephitis mephitis",-118.235093,34.124147
"6214","Mephitis mephitis",-116.520205,32.702409
"6215","Mephitis mephitis",-118.235094,34.124144
"6216","Mephitis mephitis",-118.235108,34.124141
"6217","Mephitis mephitis",-118.235092,34.124154
"6218","Mephitis mephitis",-118.235102,34.124145
"6219","Mephitis mephitis",-118.235093,34.124146
"6220","Mephitis mephitis",-118.235107,34.124147
"6221","Mephitis mephitis",-118.235099,34.124148
"6222","Mephitis mephitis",-118.235104,34.124129
"6223","Mephitis mephitis",-75.439523,40.814301
"6224","Mephitis mephitis",-118.235098,34.124146
"6225","Mephitis mephitis",-75.530094,40.932377
"6226","Mephitis mephitis",-97.648698,30.411785
"6227","Mephitis mephitis",-120.830744,35.33143
"6228","Mephitis mephitis",-74.150925,40.597033
"6229","Mephitis mephitis",-81.378241,41.708436
"6230","Mephitis mephitis",-122.948804,38.118844
"6231","Mephitis mephitis",-118.235103,34.124149
"6232","Mephitis mephitis",-86.60235,36.254617
"6233","Mephitis mephitis",-118.235096,34.124155
"6234","Mephitis mephitis",-118.235108,34.124129
"6235","Mephitis mephitis",-97.722291,30.868737
"6236","Mephitis mephitis",-118.235105,34.124121
"6237","Mephitis mephitis",-97.447235,28.973836
"6238","Mephitis mephitis",-103.576674,44.942528
"6239","Mephitis mephitis",-122.6426,38.447869
"6240","Mephitis mephitis",-118.235105,34.124129
"6241","Mephitis mephitis",-122.634925,38.444844
"6242","Mephitis mephitis",-118.235091,34.124151
"6243","Mephitis mephitis",-118.235115,34.12415
"6244","Mephitis mephitis",-118.235102,34.124129
"6245","Mephitis mephitis",-122.634894,38.44485
"6246","Mephitis mephitis",-118.235109,34.124149
"6247","Mephitis mephitis",-118.235112,34.124135
"6248","Mephitis mephitis",-118.23511,34.124124
"6249","Mephitis mephitis",-118.235102,34.12414
"6250","Mephitis mephitis",-118.235106,34.124131
"6251","Mephitis mephitis",-118.235103,34.124153
"6252","Mephitis mephitis",-118.235109,34.124124
"6253","Mephitis mephitis",-118.23511,34.124138
"6254","Mephitis mephitis",-118.235105,34.124126
"6255","Mephitis mephitis",-118.235095,34.12415
"6256","Mephitis mephitis",-118.235111,34.124132
"6257","Mephitis mephitis",-72.524095,42.395712
"6258","Mephitis mephitis",-118.235101,34.124129
"6259","Mephitis mephitis",-118.235114,34.124132
"6260","Mephitis mephitis",-99.613251,31.680974
"6261","Mephitis mephitis",-118.235107,34.124135
"6262","Mephitis mephitis",-118.235109,34.124153
"6263","Mephitis mephitis",-118.235101,34.124149
"6264","Mephitis mephitis",-118.235103,34.124148
"6265","Mephitis mephitis",-118.235104,34.124132
"6266","Mephitis mephitis",-117.399804,33.801805
"6267","Mephitis mephitis",-122.542673,38.465581
"6268","Mephitis mephitis",-73.21882,44.460147
"6269","Mephitis mephitis",-99.6131,31.681031
"6270","Mephitis mephitis",-117.24468,33.901241
"6271","Mephitis mephitis",-72.80912,42.013978
"6272","Mephitis mephitis",-105.431369,48.968846
"6273","Mephitis mephitis",-77.661713,36.343305
"6274","Mephitis mephitis",-106.817945,40.344974
"6275","Mephitis mephitis",-72.564597,42.255973
"6276","Mephitis mephitis",-73.218895,44.459725
"6277","Mephitis mephitis",-123.329528,38.94976
"6278","Mephitis mephitis",-118.438064,34.150282
"6279","Mephitis mephitis",-72.523462,42.396737
"6280","Mephitis mephitis",-93.595834,47.211481
"6281","Mephitis mephitis",-121.888588,37.304887
"6282","Mephitis mephitis",-123.329528,38.949759
"6283","Mephitis mephitis",-76.834119,37.98124
"6284","Mephitis mephitis",-121.685474,36.756452
"6285","Mephitis mephitis",-117.21832,33.80249
"6286","Mephitis mephitis",-122.144902,37.476822
"6287","Mephitis mephitis",-119.6479,36.874019
"6288","Mephitis mephitis",-70.573876,41.453959
"6289","Mephitis mephitis",-76.147424,43.048122
"6290","Mephitis mephitis",-70.562661,41.452482
"6291","Mephitis mephitis",-73.250387,40.900555
"6292","Mephitis mephitis",-85.039569,30.085236
"6293","Mephitis mephitis",-121.171183,38.675754
"6294","Mephitis mephitis",-122.231742,37.908863
"6295","Mephitis mephitis",-71.636737,42.837006
"6296","Mephitis mephitis",-86.920291,35.497324
"6297","Mephitis mephitis",-71.60486,42.932299
"6298","Mephitis mephitis",-71.608032,42.9236
"6299","Mephitis mephitis",-71.797141,42.822303
"6300","Mephitis mephitis",-119.709342,34.452306
"6301","Mephitis mephitis",-86.866437,35.566703
"6302","Mephitis mephitis",-99.613253,31.680548
"6303","Mephitis mephitis",-71.675959,42.878933
"6304","Mephitis mephitis",-97.150169,33.036289
"6305","Mephitis mephitis",-116.608513,33.009012
"6306","Mephitis mephitis",-117.982605,33.877925
"6307","Mephitis mephitis",-116.760555,33.103595
"6308","Mephitis mephitis",-72.610918,41.471738
"6309","Mephitis mephitis",-116.764803,33.15318
"6310","Mephitis mephitis",-95.502956,29.8773
"6311","Mephitis mephitis",-116.623515,33.044484
"6312","Mephitis mephitis",-116.705247,33.131956
"6313","Mephitis mephitis",-122.247472,37.821569
"6314","Mephitis mephitis",-95.723838,29.742855
"6315","Mephitis mephitis",-123.329521,38.949757
"6316","Mephitis mephitis",-115.966095,33.21812
"6317","Mephitis mephitis",-117.277261,33.864697
"6318","Mephitis mephitis",-116.672994,33.192376
"6319","Mephitis mephitis",-117.277044,33.955396
"6320","Mephitis mephitis",-121.881832,37.277423
"6321","Mephitis mephitis",-71.720331,42.997808
"6322","Mephitis mephitis",-118.008241,34.226121
"6323","Mephitis mephitis",-116.633602,33.019028
"6324","Mephitis mephitis",-86.843017,35.425905
"6325","Mephitis mephitis",-99.613255,31.680836
"6326","Mephitis mephitis",-116.724779,33.129919
"6327","Mephitis mephitis",-94.409762,35.357468
"6328","Mephitis mephitis",-72.115706,43.980395
"6329","Mephitis mephitis",-71.756212,42.900798
"6330","Mephitis mephitis",-121.953495,37.474353
"6331","Mephitis mephitis",-78.632708,36.131561
"6332","Mephitis mephitis",-97.643697,27.866272
"6333","Mephitis mephitis",-116.718006,33.073127
"6334","Mephitis mephitis",-98.766028,30.511386
"6335","Mephitis mephitis",-94.409766,35.35747
"6336","Mephitis mephitis",-83.88241,35.957691
"6337","Mephitis mephitis",-83.882363,35.957664
"6338","Mephitis mephitis",-116.544118,33.017967
"6339","Mephitis mephitis",-75.065877,42.466068
"6340","Mephitis mephitis",-95.7202,29.74
"6341","Mephitis mephitis",-95.697053,29.734553
"6342","Mephitis mephitis",-95.685378,29.757688
"6343","Mephitis mephitis",-82.793999,35.659746
"6344","Mephitis mephitis",-98.546569,29.590573
"6345","Mephitis mephitis",-84.36508,37.90639
"6346","Mephitis mephitis",-82.662227,35.641771
"6347","Mephitis mephitis",-117.328286,33.855447
"6348","Mephitis mephitis",-117.264319,33.997668
"6349","Mephitis mephitis",-108.629015,46.015958
"6350","Mephitis mephitis",-122.274544,38.003289
"6351","Mephitis mephitis",-123.227125,43.045739
"6352","Mephitis mephitis",-74.45285,40.497488
"6353","Mephitis mephitis",-97.042677,31.444665
"6354","Mephitis mephitis",-118.218691,33.80239
"6355","Mephitis mephitis",-97.650806,30.512182
"6356","Mephitis mephitis",-71.721769,42.917169
"6357","Mephitis mephitis",-122.325266,37.899042
"6358","Mephitis mephitis",-99.959999,33.98456
"6359","Mephitis mephitis",-90.871747,38.587985
"6360","Mephitis mephitis",-71.678879,42.886714
"6361","Mephitis mephitis",-84.579397,46.187062
"6362","Mephitis mephitis",-123.32956,38.94978
"6363","Mephitis mephitis",-90.889372,38.797975
"6364","Mephitis mephitis",-81.46878,41.250483
"6365","Mephitis mephitis",-78.429395,39.308194
"6366","Mephitis mephitis",-117.306612,33.885104
"6367","Mephitis mephitis",-83.175933,35.309983
"6368","Mephitis mephitis",-71.208208,42.975519
"6369","Mephitis mephitis",-75.066111,42.465
"6370","Mephitis mephitis",-83.300959,33.712692
"6371","Mephitis mephitis",-111.940436,43.430319
"6372","Mephitis mephitis",-72.5356,42.3239
"6373","Mephitis mephitis",-88.111069,41.886488
"6374","Mephitis mephitis",-82.705885,35.651012
"6375","Mephitis mephitis",-118.540397,34.197269
"6376","Mephitis mephitis",-122.393342,37.416201
"6377","Mephitis mephitis",-120.826336,35.306516
"6378","Mephitis mephitis",-98.505752,29.729871
"6379","Mephitis mephitis",-99.243721,35.635536
"6380","Mephitis mephitis",-98.539546,29.59828
"6381","Mephitis mephitis",-118.820264,34.131364
"6382","Mephitis mephitis",-93.225845,33.322608
"6383","Mephitis mephitis",-84.579473,46.187137
"6384","Mephitis mephitis",-117.177488,32.891792
"6385","Mephitis mephitis",-71.660281,42.917769
"6386","Mephitis mephitis",-117.284378,33.113389
"6387","Mephitis mephitis",-119.671233,34.443744
"6388","Mephitis mephitis",-71.679513,42.803626
"6389","Mephitis mephitis",-71.682039,42.944128
"6390","Mephitis mephitis",-80.154454,42.113515
"6391","Mephitis mephitis",-95.115435,29.572954
"6392","Mephitis mephitis",-119.671731,34.443619
"6393","Mephitis mephitis",-71.762605,42.924271
"6394","Mephitis mephitis",-76.542337,37.301262
"6395","Mephitis mephitis",-71.76459,42.846805
"6396","Mephitis mephitis",-121.200305,45.62137
"6397","Mephitis mephitis",-75.062222,42.466111
"6398","Mephitis mephitis",-72.538417,42.328781
"6399","Mephitis mephitis",-72.71457,41.801762
"6400","Mephitis mephitis",-97.660783,30.381378
"6401","Mephitis mephitis",-97.758622,30.418
"6402","Mephitis mephitis",-71.663414,42.950389
"6403","Mephitis mephitis",-71.713094,42.95919
"6404","Mephitis mephitis",-71.748094,42.893472
"6405","Mephitis mephitis",-95.520924,29.961112
"6406","Mephitis mephitis",-118.387559,34.007397
"6407","Mephitis mephitis",-97.683498,30.63997
"6408","Mephitis mephitis",-81.921078,41.297595
"6409","Mephitis mephitis",-71.615463,42.857577
"6410","Mephitis mephitis",-71.667359,42.868323
"6411","Mephitis mephitis",-120.080566,34.621062
"6412","Mephitis mephitis",-71.7989,42.856525
"6413","Mephitis mephitis",-71.659591,42.875827
"6414","Mephitis mephitis",-86.236993,36.022015
"6415","Mephitis mephitis",-71.640766,42.954934
"6416","Mephitis mephitis",-71.795097,42.972271
"6417","Mephitis mephitis",-95.869413,41.195911
"6418","Mephitis mephitis",-94.409761,35.357469
"6419","Mephitis mephitis",-96.800911,33.068811
"6420","Mephitis mephitis",-89.526192,37.30983
"6421","Mephitis mephitis",-117.395519,33.919645
"6422","Mephitis mephitis",-83.089785,39.82584
"6423","Mephitis mephitis",-94.325072,38.256395
"6424","Mephitis mephitis",-97.782045,30.857557
"6425","Mephitis mephitis",-117.973938,33.878637
"6426","Mephitis mephitis",-116.508332,32.708154
"6427","Mephitis mephitis",-94.409775,35.357453
"6428","Mephitis mephitis",-117.986367,33.877812
"6429","Mephitis mephitis",-104.756713,38.913972
"6430","Mephitis mephitis",-116.777216,47.449126
"6431","Mephitis mephitis",-86.78281,34.552037
"6432","Mephitis mephitis",-121.85423,36.601376
"6433","Mephitis mephitis",-121.72133,36.869502
"6434","Mephitis mephitis",-71.761358,42.814494
"6435","Mephitis mephitis",-71.644431,42.978769
"6436","Mephitis mephitis",-105.574955,36.514915
"6437","Mephitis mephitis",-71.787,42.986594
"6438","Mephitis mephitis",-76.70694,39.63642
"6439","Mephitis mephitis",-78.940423,39.991551
"6440","Mephitis mephitis",-120.080467,34.621022
"6441","Mephitis mephitis",-71.61807,42.917593
"6442","Mephitis mephitis",-118.100294,33.785177
"6443","Mephitis mephitis",-71.76999,42.890995
"6444","Mephitis mephitis",-76.548012,42.537727
"6445","Mephitis mephitis",-71.6676,42.873477
"6446","Mephitis mephitis",-75.99524,39.228465
"6447","Mephitis mephitis",-95.246899,32.619398
"6448","Mephitis mephitis",-98.525709,32.742936
"6449","Mephitis mephitis",-116.75593,47.448545
"6450","Mephitis mephitis",-122.583947,38.418378
"6451","Mephitis mephitis",-96.948718,32.89586
"6452","Mephitis mephitis",-116.509652,32.682079
"6453","Mephitis mephitis",-117.952336,33.75024
"6454","Mephitis mephitis",-119.834472,37.672562
"6455","Mephitis mephitis",-98.584399,29.568135
"6456","Mephitis mephitis",-116.751357,47.45685
"6457","Mephitis mephitis",-97.918762,29.880213
"6458","Mephitis mephitis",-116.548507,33.018592
"6459","Mephitis mephitis",-72.5224,42.390942
"6460","Mephitis mephitis",-77.281637,39.385274
"6461","Mephitis mephitis",-73.181404,44.503401
"6462","Mephitis mephitis",-85.652558,40.059533
"6463","Mephitis mephitis",-116.936028,33.041908
"6464","Mephitis mephitis",-116.936129,33.038097
"6465","Mephitis mephitis",-124.035057,40.898138
"6466","Mephitis mephitis",-99.423092,42.716244
"6467","Mephitis mephitis",-77.542907,43.218962
"6468","Mephitis mephitis",-96.874655,32.918092
"6469","Mephitis mephitis",-116.612993,33.140904
"6470","Mephitis mephitis",-88.303898,41.217704
"6471","Mephitis mephitis",-88.360949,41.351534
"6472","Mephitis mephitis",-106.378737,35.122119
"6473","Mephitis mephitis",-122.025283,36.964269
"6474","Mephitis mephitis",-124.18425,40.793663
"6475","Mephitis mephitis",-118.625789,34.058156
"6476","Mephitis mephitis",-121.218316,44.31766
"6477","Mephitis mephitis",-94.409756,35.357459
"6478","Mephitis mephitis",-98.556039,29.403223
"6479","Mephitis mephitis",-105.362176,39.600517
"6480","Mephitis mephitis",-117.320928,33.979778
"6481","Mephitis mephitis",-96.951413,32.89568
"6482","Mephitis mephitis",-116.50743,32.708218
"6483","Mephitis mephitis",-99.7387,32.609082
"6484","Mephitis mephitis",-75.155474,39.839452
"6485","Mephitis mephitis",-82.500793,39.726057
"6486","Mephitis mephitis",-117.243592,32.680337
"6487","Mephitis mephitis",-119.008022,43.585191
"6488","Mephitis mephitis",-70.934381,43.13353
"6489","Mephitis mephitis",-96.690937,33.087098
"6490","Mephitis mephitis",-73.664686,43.313471
"6491","Mephitis mephitis",-117.209822,32.731658
"6492","Mephitis mephitis",-117.228016,33.824996
"6493","Mephitis mephitis",-94.409774,35.357475
"6494","Mephitis mephitis",-116.701055,33.050334
"6495","Mephitis mephitis",-94.409787,35.35746
"6496","Mephitis mephitis",-94.409775,35.357465
"6497","Mephitis mephitis",-84.744325,29.798544
"6498","Mephitis mephitis",-116.69074,33.115399
"6499","Mephitis mephitis",-117.32647,33.96933
"6500","Mephitis mephitis",-124.107024,40.960722
"6501","Mephitis mephitis",-97.460249,32.75982
"6502","Mephitis mephitis",-94.409768,35.357463
"6503","Mephitis mephitis",-84.717093,29.814466
"6504","Mephitis mephitis",-71.202608,42.97383
"6505","Mephitis mephitis",-72.523317,42.396942
"6506","Mephitis mephitis",-94.409764,35.357471
"6507","Mephitis mephitis",-94.409778,35.357476
"6508","Mephitis mephitis",-122.95703,38.421203
"6509","Mephitis mephitis",-116.799653,33.126595
"6510","Mephitis mephitis",-122.411721,38.403651
"6511","Mephitis mephitis",-79.50764,36.182666
"6512","Mephitis mephitis",-90.94799,38.439592
"6513","Mephitis mephitis",-117.242861,33.899579
"6514","Mephitis mephitis",-116.776087,33.021722
"6515","Mephitis mephitis",-117.346262,33.964607
"6516","Mephitis mephitis",-116.707279,33.008519
"6517","Mephitis mephitis",-120.530057,42.180545
